RSS 5G,RSS 4G,Ad 5G,Ad 4G,Humidity
-79.5846,-55.5127,13.2415,2.69562,76
-78.8109,-55.3582,12.4677,2.54115,75
-78.4932,-55.2955,12.15,2.47843,74
-78.4256,-55.2803,12.0824,2.4633,73
-78.4144,-55.276,12.0712,2.45893,74
-78.676,-55.3278,12.3328,2.51077,75
-78.8642,-55.3658,12.521,2.54879,75
-78.8097,-55.3555,12.4666,2.53849,77
-79.0177,-55.3999,12.6745,2.58288,80
-79.292,-55.4598,12.9488,2.64274,82
-79.8628,-55.5739,13.5196,2.75686,89
-81.3096,-55.8706,14.9665,3.05353,89
-81.244,-55.858,14.9008,3.04101,78
-84.9292,-56.6015,18.5861,3.78445,77
-84.6885,-56.5521,18.3454,3.7351,79
-84.8645,-56.593,18.5213,3.77599,73
-78.5826,-55.3078,12.2395,2.49075,68
-78.1433,-55.2139,11.8002,2.39688,65
-77.6941,-55.1237,11.3509,2.30662,65
-77.7022,-55.1252,11.3591,2.30816,68
-77.9916,-55.1854,11.6484,2.36837,69
-78.1564,-55.2185,11.8133,2.40146,67
-77.8741,-55.1613,11.531,2.34427,64
-77.4279,-55.0718,11.0848,2.25478,71
-78.4169,-55.2719,12.0737,2.45487,74
-78.8196,-55.3549,12.4765,2.53789,68
-77.7063,-55.1315,11.3631,2.31451,74
-90.9192,-57.8216,24.5761,5.00458,93
-82.6858,-56.1459,16.3427,3.32888,89
-81.8481,-55.9728,15.505,3.1558,86
-81.2084,-55.8414,14.8653,3.0244,89
-81.9917,-56,15.6485,3.18293,89
-81.8371,-55.9707,15.4939,3.15371,86
-81.0185,-55.8055,14.6753,2.98847,84
-80.4153,-55.6848,14.0721,2.86773,87
-81.0112,-55.8074,14.6681,2.99033,86
-81.1028,-55.8215,14.7597,3.00444,84
-80.7737,-55.7526,14.4306,2.93559,87
-81.4924,-55.8985,15.1492,3.0815,86
-81.4095,-55.8794,15.0664,3.06234,82
-80.8716,-55.7642,14.5284,2.9472,83
-80.7214,-55.7395,14.3782,2.92241,84
-80.7121,-55.741,14.369,2.92396,84
-80.784,-55.7546,14.4408,2.93753,87
-81.3316,-55.8681,14.9885,3.05111,92
-82.4317,-56.0941,16.0885,3.27706,95
-83.1569,-56.2426,16.8137,3.42556,95
-83.2171,-56.254,16.8739,3.43698,96
-83.2743,-56.2685,16.9312,3.45149,96
-83.1769,-56.25,16.8337,3.43295,96
-82.9946,-56.2152,16.6514,3.39818,94
-82.577,-56.1287,16.2339,3.3117,94
-82.6243,-56.1377,16.2811,3.3207,94
-82.577,-56.1287,16.2339,3.3117,94
-82.5299,-56.1197,16.1867,3.3027,93
-82.1736,-56.0484,15.8304,3.23137,92
-82.1789,-56.0461,15.8358,3.22903,93
-82.5108,-56.1127,16.1677,3.29563,92
-82.2248,-56.0548,15.8817,3.23776,92
-82.3282,-56.0744,15.985,3.25741,92
-82.616,-56.129,16.2729,3.31199,90
-82.0584,-56.0162,15.7153,3.19917,92
-82.6507,-56.1356,16.3075,3.31854,92
-82.6738,-56.14,16.3306,3.32291,92
-82.8819,-56.1793,16.5387,3.36222,91
-82.6707,-56.1356,16.3275,3.31853,91
-82.6136,-56.1248,16.2705,3.30777,92
-82.593,-56.1247,16.2498,3.30763,93
-83.0254,-56.2102,16.6822,3.39316,93
-82.6158,-56.1326,16.2726,3.31558,93
-82.3362,-56.0794,15.9931,3.26239,93
-82.406,-56.0927,16.0629,3.27569,92
-82.2937,-56.0679,15.9505,3.25086,91
-82.0682,-56.0216,15.725,3.20453,91
-82.4313,-56.0904,16.0882,3.27336,91
-82.4086,-56.0861,16.0654,3.26905,90
-82.3275,-56.0671,15.9844,3.25002,90
-82.092,-56.0226,15.7489,3.20552,90
-82.0473,-56.0141,15.7041,3.19705,90
-82.0137,-56.0077,15.6705,3.19069,91
-82.5566,-56.1141,16.2135,3.29702,90
-82.0473,-56.0141,15.7041,3.19705,89
-82.058,-56.0125,15.7149,3.19546,89
-81.9254,-55.9874,15.5822,3.17041,87
-81.2674,-55.856,14.9243,3.03895,84
-80.5789,-55.7158,14.2357,2.89875,84
-80.7429,-55.7468,14.3998,2.92977,80
-80.0267,-55.5991,13.6836,2.78201,77
-79.7085,-55.5302,13.3653,2.71318,73
-79.2611,-55.4351,12.9179,2.61807,70
-78.7419,-55.3305,12.3988,2.51344,64
-77.9563,-55.1709,11.6132,2.35382,61
-77.421,-55.0655,11.0779,2.2485,58
-77.079,-54.9969,10.7358,2.17988,51
-76.5617,-54.8912,10.2185,2.07412,49
-76.4672,-54.8712,10.124,2.05419,51
-76.5543,-54.8898,10.2111,2.07274,52
-76.8418,-54.9446,10.4987,2.1276,44
-76.321,-54.8384,9.97782,2.02135,38
-75.8009,-54.7346,9.4577,1.91757,34
-75.5926,-54.6906,9.24944,1.87354,37
-75.756,-54.725,9.41279,1.90796,45
-76.1873,-54.8146,9.84409,1.99753,48
-76.2547,-54.8304,9.91152,2.01333,47
-76.2105,-54.821,9.86733,2.004,50
-76.4551,-54.8701,10.112,2.05305,55
-76.7086,-54.9235,10.3654,2.10641,61
-77.2153,-55.0269,10.8721,2.20991,60
-77.1827,-55.0193,10.8395,2.20225,60
-77.3792,-55.0561,11.036,2.23905,67
-77.8158,-55.1503,11.4727,2.33329,76
-84.9296,-56.5938,18.5865,3.77672,90
-82.2265,-56.048,15.8833,3.23095,91
-82.2949,-56.0646,15.9518,3.24754,91
-82.0682,-56.0216,15.725,3.20453,88
-81.5111,-55.9055,15.1679,3.08851,86
-80.8501,-55.7736,14.507,2.95653,92
-105.818,-60.8678,39.4747,8.05074,98
-101.645,-60.0083,35.3018,7.19121,99
-91.8378,-58.0119,25.4947,5.1949,100
-170.249,-73.9841,103.906,21.1671,100
-309.136,-102.272,242.793,49.4554,100
-249.345,-90.0807,183.002,37.2636,100
-246.111,-89.4661,179.768,36.6491,100
-306.722,-101.814,240.379,48.9965,100
-209.538,-82.0183,143.195,29.2013,100
-126.266,-65.0334,59.9225,12.2164,100
-126.309,-65.0416,59.9656,12.2245,100
-112.353,-62.1821,46.0098,9.36508,100
-313.634,-103.125,247.29,50.3077,100
-815.501,-205.117,749.158,152.3,100
-817.586,-205.51,751.243,152.693,100
-85.1633,-56.6418,18.8202,3.82471,100
-438.839,-128.574,372.496,75.7566,100
-435.2,-127.885,368.857,75.0681,100
-251.551,-90.4986,185.208,37.6816,100
-309.654,-102.371,243.311,49.5537,100
-125.75,-64.9351,59.4065,12.118,100
-84.2425,-56.4672,17.8993,3.65016,100
-111.737,-62.0653,45.3943,9.2483,100
-110.673,-61.8626,44.3295,9.04551,100
-211.812,-82.4509,145.469,29.6339,100
-157.002,-71.2891,90.6592,18.472,100
-84.4104,-56.4992,18.0672,3.68211,100
-84.0235,-56.4254,17.6803,3.60837,100
-83.9977,-56.4205,17.6546,3.60346,100
-83.6639,-56.3566,17.3207,3.53956,100
-417.377,-124.493,351.034,71.6759,100
-768.926,-196.267,702.583,143.45,100
-781.284,-198.627,714.941,145.81,100
-92.3937,-58.1229,26.0506,5.30582,100
-92.4122,-58.1264,26.0691,5.30933,100
-84.3716,-56.4918,18.0284,3.67474,100
-84.2167,-56.4623,17.8735,3.64524,100
-84.2296,-56.4647,17.8864,3.6477,100
-84.0621,-56.4328,17.7189,3.61575,97
-83.5016,-56.3154,17.1585,3.49833,97
-83.7988,-56.3718,17.4556,3.5548,94
-83.1812,-56.2435,16.838,3.42644,87
-81.5353,-55.9066,15.1922,3.0896,85
-81.2337,-55.8428,14.8906,3.02571,85
-81.2651,-55.8487,14.922,3.03161,86
-81.2613,-55.8514,14.9181,3.03438,85
-80.8376,-55.768,14.4945,2.95094,82
-80.0911,-55.6172,13.7479,2.8002,80
-79.5134,-55.5019,13.1702,2.68488,78
-79.0245,-55.4037,12.6813,2.58669,77
-79.0084,-55.3982,12.6652,2.58112,73
-78.6981,-55.3296,12.3549,2.51252,85
-80.8792,-55.7759,14.536,2.95881,94
-90.4655,-57.7248,24.1223,4.90778,97
-83.9105,-56.393,17.5673,3.57598,97
-91.2798,-57.8953,24.9366,5.07829,94
-89.72,-57.5834,23.3769,4.76635,89
-81.6718,-55.9394,15.3287,3.1224,84
-80.6814,-55.7352,14.3382,2.91814,78
-79.6085,-55.5143,13.2653,2.69729,78
-79.5044,-55.4947,13.1612,2.67766,78
-79.599,-55.5125,13.2558,2.6955,77
-79.1663,-55.4281,12.8231,2.61105,79
-79.3176,-55.462,12.9744,2.645,79
-79.1751,-55.4349,12.8319,2.61789,79
-79.1561,-55.4313,12.8129,2.61427,81
-79.3056,-55.465,12.9624,2.64791,85
-80.32,-55.6696,13.9769,2.85259,87
-80.7772,-55.7628,14.4341,2.94576,89
-81.3534,-55.8789,15.0103,3.06188,89
-81.5619,-55.9186,15.2187,3.10153,94
-82.9912,-56.2075,16.648,3.39044,95
-82.8928,-56.1924,16.5496,3.37532,92
-82.2248,-56.0548,15.8817,3.23776,92
-82.4087,-56.0897,16.0655,3.27269,88
-81.6741,-55.9364,15.331,3.11935,88
-81.5437,-55.9117,15.2005,3.09467,87
-81.6105,-55.9208,15.2674,3.10379,85
-81.1397,-55.825,14.7965,3.008,86
-81.4307,-55.8834,15.0876,3.06633,84
-80.8148,-55.7604,14.4716,2.94335,89
-81.8261,-55.9687,15.4829,3.15162,92
-82.2019,-56.0504,15.8587,3.23339,87
-81.0859,-55.8215,14.7427,3.00451,82
-79.744,-55.5513,13.4009,2.73425,79
-79.0234,-55.406,12.6802,2.58897,80
-79.4652,-55.4928,13.122,2.67572,87
-80.9686,-55.7993,14.6255,2.98222,79
-79.47,-55.491,13.1269,2.67393,75
-78.8369,-55.3607,12.4938,2.54364,81
-80.1369,-55.6229,13.7937,2.80583,86
-81.1979,-55.8394,14.8547,3.02241,86
-81.3989,-55.8774,15.0558,3.06034,85
-81.025,-55.8034,14.6818,2.98636,86
-81.1767,-55.8355,14.8336,3.01841,80
-79.7066,-55.5386,13.3634,2.72153,80
-79.6292,-55.5239,13.2861,2.70687,78
-79.0526,-55.4091,12.7094,2.59204,78
-79.1182,-55.4216,12.7751,2.60452,79
-79.6324,-55.5217,13.2893,2.70466,81
-80.0581,-55.608,13.715,2.79097,82
-80.0215,-55.604,13.6784,2.78701,82
-80.2005,-55.638,13.8574,2.82092,79
-79.642,-55.5235,13.2988,2.70647,81
-79.627,-55.5263,13.2838,2.70921,80
-79.4266,-55.4854,13.0835,2.66839,76
-79.0678,-55.4069,12.7247,2.58982,73
-78.6181,-55.3145,12.275,2.49745,67
-77.6414,-55.1174,11.2982,2.30036,59
-77.036,-54.9903,10.6929,2.17324,58
-76.9554,-54.9737,10.6122,2.15669,57
-76.6106,-54.9075,10.2674,2.09042,55
-76.4225,-54.8696,10.0794,2.05252,53
-76.5199,-54.8856,10.1768,2.06859,50
-76.2357,-54.8289,9.89252,2.01185,50
-76.3233,-54.8454,9.98016,2.02833,48
-76.4214,-54.8616,10.0783,2.04453,44
-76.321,-54.8384,9.97782,2.02135,43
-76.0918,-54.7946,9.74863,1.97754,42
-76.089,-54.7929,9.7458,1.9759,39
-76.0024,-54.7733,9.65922,1.95628,36
-75.8238,-54.7363,9.48062,1.91925,35
-75.726,-54.7168,9.38284,1.89972,33
-75.729,-54.7143,9.38579,1.89725,33
-75.6625,-54.702,9.31932,1.88497,34
-75.546,-54.6819,9.20282,1.86487,34
-75.5061,-54.6745,9.16291,1.85745,33
-75.3124,-54.637,8.96921,1.81992,32
-75.1373,-54.6028,8.79413,1.78577,32
-75.3459,-54.6417,9.00273,1.8247,32
-75.5689,-54.6831,9.22578,1.86606,31
-75.4264,-54.6551,9.08321,1.83801,31
-75.5242,-54.6731,9.18106,1.8561,31
-75.4785,-54.6647,9.13536,1.84766,32
-75.4113,-54.6539,9.06818,1.83686,33
-75.4705,-54.6664,9.12731,1.84938,35
-75.5917,-54.6918,9.24856,1.87477,39
-75.7406,-54.7245,9.39743,1.90749,42
-76.0328,-54.7825,9.68966,1.96543,44
-76.1787,-54.8119,9.83555,1.99485,44
-76.044,-54.7867,9.70088,1.96968,48
-76.3199,-54.8426,9.97669,2.02554,55
-76.6558,-54.9135,10.3126,2.09648,59
-76.9041,-54.9655,10.5609,2.14841,56
-76.6438,-54.9125,10.3006,2.09545,57
-76.8932,-54.9607,10.55,2.14365,59
-77.0671,-54.9961,10.724,2.17908,62
-77.61,-55.1025,11.2668,2.28551,65
-77.9567,-55.1729,11.6135,2.35583,66
-78.1675,-55.2143,11.8244,2.39722,67
-78.3094,-55.2429,11.9662,2.42582,69
-78.704,-55.321,12.3609,2.50394,68
-78.4652,-55.2741,12.122,2.4571,66
-78.2926,-55.2376,11.9494,2.42052,63
-78.032,-55.183,11.6888,2.36593,64
-78.0874,-55.1952,11.7442,2.3782,68
-78.3972,-55.2615,12.0541,2.44442,70
-78.7072,-55.324,12.3641,2.50696,68
-78.3633,-55.2551,12.0201,2.43808,71
-78.6434,-55.3145,12.3002,2.49743,68
-78.0169,-55.1902,11.6737,2.37312,69
-78.1224,-55.2121,11.7792,2.39505,67
-77.9408,-55.1739,11.5977,2.35681,62
-77.5459,-55.0906,11.2027,2.27353,64
-77.728,-55.1282,11.3848,2.31115,73
-79.0996,-55.405,12.7564,2.58791,74
-79.2166,-55.4295,12.8734,2.6125,74
-79.0809,-55.4041,12.7378,2.58706,75
-79.1737,-55.4242,12.8306,2.60715,75
-79.119,-55.4139,12.7758,2.59685,71
-78.3995,-55.2686,12.0564,2.4516,68
-78,-55.187,11.6569,2.36995,63
-77.3695,-55.0591,11.0263,2.2421,71
-78.1655,-55.2245,11.8223,2.40742,72
-78.2656,-55.2456,11.9225,2.42853,66
-77.4324,-55.0761,11.0892,2.25903,56
-76.5227,-54.8896,10.1795,2.0726,57
-76.7249,-54.929,10.3818,2.112,48
-76.2692,-54.8331,9.92599,2.01604,43
-76.1483,-54.8051,9.8051,1.98807,44
-76.3852,-54.8503,10.042,2.03327,44
-76.4423,-54.8609,10.0992,2.04387,43
-76.2827,-54.8301,9.93957,2.01309,40
-76.0374,-54.781,9.69425,1.964,36
-75.594,-54.6935,9.25083,1.87651,34
-75.4198,-54.6584,9.0766,1.84136,32
-75.3263,-54.6381,8.98312,1.82105,31
-75.2704,-54.6261,8.92726,1.80908,31
-75.3418,-54.6394,8.99865,1.82234,31
-75.3938,-54.649,9.05066,1.83199,31
-75.3418,-54.6394,8.99865,1.82234,29
-75.2219,-54.6136,8.87876,1.7966,30
-75.2617,-54.6228,8.91855,1.80578,29
-75.0881,-54.5888,8.74496,1.77179,29
-75.2155,-54.6125,8.87238,1.79542,28
-75.1071,-54.5905,8.76389,1.77342,28
-75.1197,-54.5928,8.77652,1.77576,26
-74.9437,-54.5561,8.60055,1.73903,24
-74.7496,-54.5155,8.4064,1.69845,24
-74.7014,-54.5066,8.35821,1.68958,24
-74.7134,-54.5088,8.37025,1.6918,23
-74.3818,-54.445,8.03865,1.62799,22
-74.4047,-54.4466,8.06159,1.62959,22
-74.3639,-54.4391,8.02079,1.62206,22
-74.3639,-54.4391,8.02079,1.62206,22
-74.3232,-54.4316,7.98004,1.61454,23
-74.4999,-54.4669,8.15674,1.64984,23
-74.3229,-54.4341,7.97978,1.61706,25
-74.528,-54.4768,8.18483,1.65976,27
-74.6525,-54.504,8.3093,1.68695,29
-74.8285,-54.5404,8.48531,1.72336,32
-75.027,-54.5821,8.68382,1.76509,33
-75.2861,-54.6321,8.94293,1.81501,33
-75.1877,-54.6136,8.84456,1.79661,39
-75.6652,-54.7104,9.322,1.89337,44
-76.1361,-54.8039,9.79297,1.9869,49
-76.6576,-54.9067,10.3144,2.08969,46
-76.483,-54.8708,10.1398,2.05374,56
-77.2083,-55.0182,10.8652,2.20116,55
-77.0651,-54.9901,10.7219,2.17309,57
-77.224,-55.0226,10.8808,2.20552,58
-77.1719,-55.0143,10.8288,2.19727,54
-76.7143,-54.9233,10.3712,2.10626,59
-77.0127,-54.9859,10.6696,2.16886,60
-76.9792,-54.981,10.6361,2.16398,59
-76.9041,-54.9655,10.5609,2.14841,57
-76.8779,-54.9578,10.5347,2.14077,51
-76.4142,-54.8635,10.071,2.04648,48
-76.3634,-54.8507,10.0202,2.03368,46
-76.4902,-54.8721,10.147,2.05508,46
-76.4541,-54.8654,10.111,2.04838,45
-76.4162,-54.8572,10.073,2.04018,43
-76.4319,-54.8578,10.0888,2.04075,42
-76.3285,-54.8374,9.98537,2.02041,45
-76.4592,-54.8652,10.1161,2.04818,58
-77.1409,-55.0085,10.7978,2.19147,60
-77.1043,-55.0046,10.7611,2.18753,57
-76.6487,-54.9147,10.3055,2.09761,57
-76.6106,-54.9075,10.2674,2.09042,61
-76.9477,-54.9765,10.6045,2.15945,61
-77.1522,-55.0151,10.809,2.19803,60
-77.12,-55.0075,10.7768,2.19047,61
-77.3972,-55.0611,11.0541,2.24404,62
-77.7142,-55.122,11.3711,2.30497,62
-77.5059,-55.0831,11.1628,2.26605,61
-77.429,-55.067,11.0858,2.24998,57
-77.0236,-54.9851,10.6805,2.1681,55
-76.7615,-54.9334,10.4183,2.11634,49
-76.2632,-54.833,9.92,2.01597,46
-76.2527,-54.8279,9.90956,2.01084,45
-76.0307,-54.7853,9.68751,1.96821,45
-76.0165,-54.7826,9.67331,1.96555,42
-75.9978,-54.7759,9.65461,1.95889,38
-75.6506,-54.7066,9.30745,1.88951,36
-75.5805,-54.691,9.23736,1.87399,34
-75.4928,-54.672,9.14962,1.85497,33
-75.6227,-54.6946,9.27951,1.87761,31
-75.3483,-54.6406,9.00515,1.82355,30
-75.4231,-54.6527,9.07989,1.83563,28
-75.126,-54.594,8.78284,1.77692,26
-74.9252,-54.5526,8.58201,1.73561,25
-74.7706,-54.5218,8.42746,1.70478,22
-74.4047,-54.4466,8.06159,1.62959,20
-73.9415,-54.3553,7.5983,1.53824,18
-73.6808,-54.3007,7.33765,1.48368,18
-73.6808,-54.3007,7.33765,1.48368,16
-73.1747,-54.2001,6.83156,1.38307,15
-73.0403,-54.1714,6.69717,1.35439,14
-72.8734,-54.1365,6.53025,1.31944,13
-72.7031,-54.1006,6.35996,1.2836,12
-72.4274,-54.0452,6.08426,1.22818,11
-72.3235,-54.0208,5.98035,1.20381,11
-72.3103,-54.0184,5.96711,1.20141,10
-72.0823,-53.9711,5.73914,1.15405,10
-72.0484,-53.965,5.70522,1.14791,10
-72.0441,-53.9642,5.70098,1.14715,10
-71.9681,-53.9504,5.62492,1.13334,10
-71.926,-53.9427,5.5828,1.12567,11
-72.2222,-54.0024,5.87905,1.18538,11
-72.1652,-53.992,5.82203,1.17497,11
-72.2662,-54.0104,5.92303,1.19339,12
-72.4867,-54.0561,6.14351,1.23902,12
-72.4639,-54.0519,6.1207,1.23485,12
-72.3683,-54.0344,6.02519,1.21735,13
-72.6748,-54.0955,6.33167,1.27842,13
-72.6984,-54.0998,6.35524,1.28274,12
-72.5415,-54.0661,6.19836,1.24902,12
-72.6057,-54.0777,6.26254,1.26068,13
-72.8214,-54.1222,6.47828,1.3052,13
-72.7646,-54.1119,6.42141,1.29483,19
-73.8847,-54.3417,7.5415,1.52462,23
-74.3877,-54.4461,8.04454,1.62908,25
-74.6309,-54.4959,8.28771,1.67889,27
-74.9067,-54.5513,8.56349,1.73429,27
-74.8569,-54.5421,8.51373,1.72506,27
-74.8383,-54.5386,8.49509,1.72159,27
-74.7948,-54.5305,8.45164,1.71351,28
-74.9433,-54.5601,8.60014,1.74304,29
-75.0563,-54.5829,8.71319,1.76588,28
-75.0566,-54.5811,8.71342,1.76407,27
-74.9565,-54.5606,8.61333,1.74353,27
-75.0439,-54.5767,8.70074,1.7597,28
-75.0503,-54.5799,8.70711,1.7629,31
-75.3418,-54.6394,8.99865,1.82234,31
-75.3353,-54.6382,8.99215,1.82114,30
-75.1268,-54.5978,8.78364,1.78071,31
-75.2186,-54.6165,8.87544,1.79944,31
-75.2769,-54.6273,8.93375,1.81029,29
-75.0563,-54.5829,8.71319,1.76588,29
-75.0183,-54.5758,8.6751,1.75879,28
-74.9056,-54.5531,8.56247,1.73603,28
-75.0314,-54.5764,8.68821,1.7594,27
-74.9004,-54.5502,8.55727,1.73314,26
-74.7404,-54.5184,8.39728,1.70139,26
-74.6424,-54.5002,8.29921,1.68314,24
-74.4915,-54.4678,8.14831,1.65074,24
-74.4795,-54.4656,8.13636,1.64852,23
-74.4585,-54.4592,8.11535,1.64219,22
-74.4515,-54.4552,8.1083,1.63819,21
-74.353,-54.4342,8.00987,1.61714,19
-74.0228,-54.3671,7.67968,1.55002,17
-73.5173,-54.267,7.17414,1.44999,15
-73.1354,-54.1889,6.79221,1.37187,15
-73.1404,-54.1898,6.79722,1.37279,15
-73.2308,-54.2064,6.88764,1.38936,15
-73.1705,-54.1954,6.82732,1.37831,15
-73.3317,-54.2248,6.98853,1.40776,15
-73.2157,-54.2036,6.87254,1.38659,15
-73.1454,-54.1908,6.80223,1.37371,15
-73.0653,-54.176,6.72214,1.35899,15
-73.1855,-54.1981,6.84238,1.38107,14
-72.9562,-54.1517,6.613,1.33462,14
-72.9854,-54.157,6.64228,1.33998,12
-72.5828,-54.0736,6.2396,1.25652,11
-72.3059,-54.0176,5.96269,1.2006,12
-72.569,-54.0711,6.22584,1.25402,11
-72.2926,-54.0152,5.94946,1.1982,11
-72.2838,-54.0136,5.94065,1.1966,11
-72.275,-54.012,5.93183,1.195,10
-72.1163,-53.9772,5.77312,1.16019,11
-72.2838,-54.0136,5.94065,1.1966,11
-72.1915,-53.9968,5.84833,1.17978,11
-72.1258,-53.9848,5.78266,1.16776,11
-72.1564,-53.9904,5.81328,1.17337,11
-72.1521,-53.9896,5.8089,1.17257,11
-72.1783,-53.9944,5.83518,1.17737,11
-72.1696,-53.9928,5.82641,1.17577,11
-72.253,-54.008,5.90982,1.19099,12
-72.4547,-54.0502,6.11158,1.23318,14
-72.8929,-54.1401,6.5497,1.32301,19
-73.7582,-54.3183,7.41502,1.50126,19
-73.9122,-54.3467,7.56908,1.5297,19
-73.8847,-54.3417,7.5415,1.52462,25
-74.6127,-54.4926,8.26953,1.67552,25
-74.6188,-54.4937,8.27559,1.67664,30
-75.0755,-54.5882,8.73239,1.77117,32
-75.0788,-54.5919,8.73569,1.77482,30
-74.9478,-54.5643,8.60461,1.7473,27
-74.8507,-54.5409,8.50752,1.7239,28
-74.937,-54.5589,8.59386,1.74187,31
-75.2899,-54.6297,8.94672,1.8127,30
-75.4166,-54.6515,9.07342,1.83443,32
-75.5887,-54.6868,9.24554,1.86972,32
-75.6019,-54.6892,9.25871,1.87215,32
-75.6216,-54.6928,9.27849,1.8758,35
-75.8203,-54.7342,9.47714,1.91719,37
-75.8172,-54.7364,9.47406,1.91936,33
-75.5299,-54.6775,9.18678,1.86042,35
-75.5382,-54.6818,9.195,1.86479,38
-75.6711,-54.7104,9.3279,1.89334,38
-75.5961,-54.6964,9.25297,1.87931,41
-75.8757,-54.752,9.53251,1.93498,44
-76.0865,-54.7947,9.74335,1.97763,42
-76.11,-54.7969,9.76688,1.97983,39
-75.9264,-54.7592,9.58325,1.94215,37
-75.8377,-54.7402,9.49451,1.92316,40
-75.9888,-54.772,9.64562,1.95495,48
-76.3054,-54.8399,9.9622,2.02283,47
-76.1314,-54.8062,9.78825,1.98916,50
-76.2722,-54.8358,9.92901,2.01872,47
-76.1961,-54.8183,9.85294,2.0013,48
-76.2402,-54.8277,9.89705,2.01061,49
-76.2777,-54.8357,9.93454,2.0187,50
-76.3306,-54.8467,9.98747,2.0297,46
-76.2384,-54.8252,9.89521,2.00815,42
-75.8998,-54.7576,9.55665,1.94057,38
-75.5757,-54.6925,9.23256,1.87549,33
-75.4111,-54.6554,9.06793,1.83833,29
-75.1454,-54.5995,8.80224,1.78242,23
-74.4172,-54.4516,8.07402,1.63454,22
-74.4106,-54.4477,8.06742,1.63066,21
-74.2611,-54.4173,7.91794,1.60023,19
-73.8957,-54.3437,7.55253,1.52666,17
-73.586,-54.2796,7.24279,1.46261,16
-73.4628,-54.2531,7.1196,1.43605,16
-73.3646,-54.2351,7.02148,1.41807,16
-73.3543,-54.2332,7.01118,1.41618,16
-73.4472,-54.2503,7.10408,1.43321,16
-73.2977,-54.2228,6.95458,1.40577,16
-73.3029,-54.2238,6.95972,1.40672,15
-73.0653,-54.176,6.72214,1.35899,14
-72.9172,-54.1445,6.57402,1.32748,14
-72.9269,-54.1463,6.58376,1.32926,14
-72.9318,-54.1472,6.58863,1.33016,14
-72.7765,-54.1186,6.4333,1.30159,13
-72.6937,-54.0989,6.35053,1.28187,13
-72.6701,-54.0946,6.32695,1.27755,13
-72.6277,-54.0868,6.28459,1.26978,13
-72.623,-54.086,6.27989,1.26891,26
-74.6424,-54.5002,8.29921,1.68314,28
-74.7117,-54.5169,8.36854,1.69982,30
-74.8968,-54.5548,8.55363,1.73775,29
-74.7592,-54.5274,8.416,1.71037,29
-74.879,-54.5498,8.53582,1.73281,29
-75.0627,-54.5841,8.71954,1.76706,31
-75.2121,-54.6153,8.86897,1.79823,32
-75.4376,-54.6588,9.09439,1.84173,39
-75.9126,-54.7566,9.56945,1.93959,43
-76.2261,-54.8196,9.8829,2.00256,41
-75.9801,-54.7715,9.63695,1.95449,39
-75.9402,-54.7618,9.59705,1.94472,41
-76.0709,-54.7884,9.7277,1.97139,42
-76.2932,-54.8309,9.95004,2.01386,42
-76.1522,-54.8047,9.80907,1.98768,39
-75.9195,-54.7579,9.57635,1.94087,39
-75.8231,-54.7399,9.4799,1.9229,43
-76.0706,-54.7906,9.72747,1.97359,43
-76.0213,-54.7814,9.67815,1.96437,42
-75.9348,-54.7642,9.59161,1.94711,44
-75.9733,-54.7735,9.63019,1.95644,43
-76.0777,-54.7919,9.73452,1.97491,41
-75.7161,-54.7221,9.37294,1.90507,39
-75.6036,-54.6989,9.26039,1.88182,38
-75.6847,-54.7129,9.34154,1.89589,38
-75.8625,-54.7461,9.51934,1.92904,36
-75.7493,-54.7225,9.40611,1.90542,36
-75.9801,-54.7652,9.63693,1.94817,34
-75.7462,-54.719,9.40306,1.90201,33
-75.5432,-54.6799,9.20001,1.86288,34
-75.5726,-54.6869,9.22945,1.86982,31
-75.238,-54.6201,8.89487,1.80306,24
-74.4556,-54.4611,8.11248,1.64409,22
-74.2999,-54.4273,7.95678,1.61024,20
-73.9919,-54.3646,7.64874,1.54757,19
-73.8516,-54.3356,7.50845,1.51853,17
-73.512,-54.2661,7.16887,1.44902,16
-73.308,-54.2247,6.96486,1.40767,15
-73.0503,-54.1733,6.70716,1.35623,14
-72.9464,-54.1499,6.60325,1.33284,15
-73.0753,-54.1779,6.73214,1.36083,14
-72.9026,-54.1418,6.55942,1.3248,14
-72.9952,-54.1588,6.65205,1.34176,14
-72.9513,-54.1508,6.60813,1.33373,13
-72.7551,-54.1101,6.41194,1.2931,13
-72.7267,-54.105,6.38357,1.28792,13
-72.7078,-54.1015,6.36468,1.28446,13
-72.5949,-54.0808,6.2517,1.26373,13
-72.5855,-54.079,6.24231,1.262,13
-72.4731,-54.0583,6.12997,1.24127,12
-72.4183,-54.0436,6.07516,1.22652,12
-72.4274,-54.0452,6.08426,1.22818,11
-72.2442,-54.0064,5.90103,1.18939,10
-72.0314,-53.9619,5.68828,1.14485,10
-72.0526,-53.9657,5.70945,1.14868,10
-72.0018,-53.9565,5.65868,1.13948,10
-71.9554,-53.9481,5.61227,1.13104,9
-71.6204,-53.881,5.27719,1.06396,10
-71.926,-53.9427,5.5828,1.12567,11
-72.2266,-54.0032,5.88344,1.18619,11
-72.1608,-53.9912,5.81766,1.17417,12
-72.4092,-54.0419,6.06606,1.22485,13
-72.7315,-54.1058,6.3883,1.28878,13
-72.6654,-54.0937,6.32224,1.27669,12
-72.5278,-54.0636,6.18463,1.24652,14
